complaint_id,date_submitted,product,company,state,consumer_narrative,outcome,_true_theme,_true_confidence,_true_theme_2,_true_valence_score,_true_valence_label,_true_emotion
CFPB-000611,2023-12-08T12:00:00-05:00,Credit reporting,"Arivo Acceptance, LLC",CA,"Subject : Deletion of Unauthorized Credit Inquiry ARIVO ACCEPTANCE LLC I am writing to formally request the removal of an unauthorized credit inquiry made by your institution on XXXX. After reviewing my credit report, I noticed an inquiry listed under my name without my consent or knowledge. 

The inquiry was made on XXXX and was not associated with any credit application or agreement initiated by me. As a result, I did not receive any benefit or services from your institution corresponding to this inquiry.

I kindly request that you investigate this matter and remove the unauthorized inquiry from my credit report as soon as possible. I understand that these inquiries can impact my credit score, and given that I did not engage in any transaction or seek credit from your company, I urge you to rectify this error promptly. I also demand retraction of any applications or securities in your possession.

Please provide confirmation once the unauthorized inquiry has been deleted from my cred",Closed with explanation,Unauthorized Credit Inquiries,1.0,,2,Negative,Frustrated
CFPB-000612,2019-10-31T12:00:00-05:00,Credit reporting,"Portfolio Recovery Associates, LLC",CA,"In 2015, my aunt opened a XXXX XXXX account in my name, using my social security number and address. 
I have disputed it many times with creditor, Portfolio Recovery, however my aunt is making payments so they will not dispute it. 
I have cleared it from my XXXX and XXXX. 
But XXXX denied my dispute and only updated the new amount owed that my aunt, XXXX XXXX, has paid. 
This is identity theft and fraud! It continues to hurt my credit score.",Closed with explanation,Identity Theft & Fraudulent Accounts,0.9,,2,Negative,Angry
CFPB-000613,2026-02-24T12:00:00-05:00,Debt collection,CL Holdings LLC,TX,"I am disputing this account as inaccurate and request full validation, including the original signed agreement and complete payment history. If you can not verify this debt, you must delete it from all credit reporting agencies. 
Pursuant to the Fair Debt Collection Practices Act ( FDCPA ) XXXX, I am entitled to receive verification of the debt you claim I owe. I dispute the validity of this debt and, as such, I am exercising my rights under the FDCPA to seek verification. Please provide the following information within the next 30 days : 1. The amount of the debt claimed.

2. The name of the original creditor.

3. A copy of the agreement, contract, or other instrument that created the debt.

4. Verification that you are licensed to collect debts in.",Closed with explanation,Debt Collection and Validation Issues,0.95,,2,Negative,Frustrated
CFPB-000614,2023-09-18T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",NC,"I am filing this complaint on my own behalf to address an issue concerning late payments on my credit record. After reviewing my records, I found the presence of these late payments. Despite having sent letters regarding this matter over 30 days ago, I have not received a response, and they have failed to provide me with satisfactory validation. I kindly seek your assistance in resolving this matter promptly and effectively.",Closed with non-monetary relief,Dispute and Investigation Process Issues,0.9,Inaccurate or Erroneous Credit Reporting,2,Negative,Frustrated
CFPB-000615,2023-10-27T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,GA,"XXXX XXXX XXXX account number XXXX is on my account because of fraud, it needs to be removed. I have contacted the credit bureau multiple times about this issue.",Closed with explanation,Identity Theft & Fraudulent Accounts,0.9,,2,Negative,Frustrated
CFPB-000616,2019-06-17T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MO,"These accounts are not mines, not sure if they are mixed up with someone with a close name or just an clerical mistake ..but please remove these accounts immediately. 

1 ) XXXX XXXX {$1000.00} 2 ) XXXX XXXX XXXX {$83.00} 3 ) XXXX XXXX 4 ) XXXX XXXX  5 ) XXXX XXXX",Closed with explanation,Identity Theft & Fraudulent Accounts,0.8,,2,Negative,Confused
CFPB-000617,2024-01-06T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,FL,"I checked my credit report and found that some of the data were incorrect. The three credit bureaus are required by Sections 609 ( a ) ( 1 ) ( A ) and 611 ( a ) ( 1 ) to verify these accounts ( A ). It is not permitted to report these accounts as unverified information without giving any supporting documentation within the legally permitted time frame. My credit report lists the following issues as needing investigation and deletion due to inaccurate reporting in my file. 
XXXX XXXX XXXX XXXX",Closed with explanation,Inaccurate or Erroneous Credit Reporting,0.85,Dispute and Investigation Process Issues,2,Negative,Frustrated
CFPB-000618,2024-06-20T12:00:00-05:00,Debt collection,"Stein Law, P.C.",CO,XXXX attempts to contact company to rectify and were told not possible even after I explained I could afford to have paycheck garnished,Closed with explanation,Customer Service and Communication Failures,0.7,,2,Negative,Disappointed
CFPB-000619,2023-12-11T12:00:00-05:00,Mortgage,Specialized Loan Servicing Holdings LLC,MS,"Attempted to pay my payment online on XXXX XXXXXXXX XXXX. Payment would not go thru - said payment type not accepted and the amount appeared that i had not paid XXXX bill Tried again this am to pay online - same troubles - payment type not accepted ( debit card ). Since there was no warning at all that debit cards were not accepted - called SLS- the holder of the loan Called and 1st agent could not explain so I was transferred to XXXX in the XXXX section - he stated that the XXXX of XXXX was applied and the new payment was due XXXX XXXX ( with a 15 day grace period ) and the new payment included the XXXX of XXXX payment, which is not yet due. XXXX was unable to properly explain why a payment that was not due was due and it was not stated anywhere on the payment form. XXXX did not accept that a debit card is the same as a check and was attached to a checking account- they apparently want a checking account number in lieu of a debit card. I relinquish significant protections by not using",Closed with explanation,Loan & Mortgage Servicing,0.85,"Billing, Fees & Card Disputes",2,Negative,Frustrated
CFPB-000620,2023-10-31T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",DC,"XXXX Credit Bureaus are reporting illegal unauthorized fraudulent transactions and charges from XXXX XXXXXXXX XXXX as evidence of XXXX police report XXXX and other evidence investigations from, XXXX XXXX XXXX and XXXX and XXXX XXXX investigations and XXXX reports Credit Bureaus ignoring all investigations and continue to report negative reporting on my credit reports from XXXX XXXXXXXX XXXX illegally repeatedly to clouding with XXXX XXXXXXXX XXXX in reporting negative on my credit reports.",Closed with non-monetary relief,Identity Theft and Fraudulent Accounts,0.9,Inaccurate or Erroneous Credit Reporting,1,Very Negative,Angry
CFPB-000621,2024-11-21T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,SC,"I wish to express my deep disappointment regarding the reporting provided by your organization, as documented in the enclosed document. It is regrettable to note that the aforementioned reporting falls significantly short of being comprehensive and fails to meet the standards I deem essential. As mandated by the law, it is crucial for both your esteemed entity and the data furnishers involved to undertake the certification of all facets pertaining to the obligatory Fair Credit Reporting Act ( FCRA ) and Metro 2 compliance. This certification must be executed with utmost integrity, accuracy, thoroughness, and timeliness, so as to avoid any inadvertent violation or infringement upon my consumer and civil rights",Closed with explanation,Dispute Process Failures,0.8,,2,Negative,Disappointed
CFPB-000622,2025-08-09T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",IL,"I am filing a formal complaint to disputing the accuracy and legitimacy of the following charge-off accounts that are currently appearing on my credit report. This letter serves as a demand for correction and/or deletion in accordance with the Fair Credit Reporting Act ( FCRA ) .FCRA 605B Blocking Information Resulting from Identity Theft : Requires credit reporting agencies to block the reporting of information in a consumers file that results from identity theft within 4 business days of receiving proof.

FCRA 611 Dispute Process, Requires credit bureaus to conduct a reasonable investigation upon dispute and remove or correct any information that can not be verified. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Balance Owed : {$0.00} XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Balance Owed : {$1100.00} XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Balance Owed : {$0.00} XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Balan",Closed with non-monetary relief,Identity Theft & Fraudulent Accounts,0.85,Dispute Process Failures,2,Negative,Frustrated
CFPB-000623,2018-05-23T12:00:00-05:00,Vehicle loan or lease,"Consumer Portfolio Services, Inc.",NC,"I bought the car Contract Date : XXXX. XXXX XXXX XXXX I as the maturity date on the car is now showing XX/XX/XXXX due to consumer making non-requested extensions on this loan. Amount Financed : {$13000.00}. 

Per the company as of XX/XX/XXXX : Thank you for validating your account information. I wanted to reach out to you in reference to your concern about your account. Currently your payoff if paid today it will be {$10000.00} which this includes interest accrued of {$970.00} and your principal balance being {$9900.00}. You have currently paid {$110000.00} in interest and {$3100.00} has applied to principal balance. You are accruing daily interest on your account. I can send you a copy of your contract if you would like. 

SO I HAVE PAID OVER THE AMOUNT CONTRACTED BY NEARLY {$1100.00} AND THE COMPANY IS INDICATING I STILL OWE THEM AN ADDITIONAL {$10000.00}. OVER {$11000.00} WAS APPLIED TO INTEREST WHEN THE CAR WAS FINANCED AT {$13000.00}. TO PAY {$10000.00} PLUS THE {$8000.00} IN REPA",Closed with explanation,Loan & Mortgage Servicing,0.7,Dispute Process Failures,1,Very Negative,Angry
CFPB-000624,2025-11-13T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",DE,"XXXX am a consumer whose credit file continues to contain inaccurate and unverifiable negative information even after the XXXX  v. TransUnion settlement.XXXX and XXXX  have already deleted these same items as unverifiable, yet TransUnion continues to report them. I mailed a certified dispute and deletion request (tracking # XXXX XXXX XXXX XXXX XXXX XXXX) on XXXX, which TransUnion will receive by XXXX. I also opened an online dispute the same day.\n\nThese inaccuracies have caused repeated rental denials, job rejection, and emotional distress. XXXX  actions appear to violate the Fair Credit Reporting Act, including 15 U.S.C.  1681e(b), 1681i, and 1681c-2, which require maximum possible accuracy, a reasonable reinvestigation, and prompt blocking of information identified as fraudulent.\n\nI am requesting that the CFPB ensure XXXX Completes a full reinvestigation within XXXX  days of receipt of my certified dispute,\n Permanently deletes all remaining inaccurate or unverifiable accounts, ",Closed with non-monetary relief,Dispute Process Failures,0.9,,1,Very Negative,Frustrated
CFPB-000625,2024-02-04T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,NC,"I have provided to the relating consumer credit reporting agencies that the address information on my reports other than the address beginning with ( XXXX ) are incorrect, invalid, UNMAILABLE ADDRESSES, that are not correct, and are not associated with me in any capacity and should be removed if the address is not ( XXXX ). Please remove all addresses that are not ( XXXX ) for they are not associated with me or my name. Please remove unmailable addresses not starting in XXXX.",Closed with explanation,Inaccurate Payment History & Account Data,0.8,,2,Negative,Frustrated
CFPB-000626,2024-04-15T12:00:00-05:00,Debt collection,FC HoldCo LLC,TX,Flagship Credit Acceptance keeps responding that l am making frivolous complaints against them but fail to address specific concerns raised. Is the note being traded? This is a yes or no question. In no attempt have I made any statement that is not true. Flagship Credit Acceptance is an active registrant with the SEC which you have to be to transfer and sell securities it is outlined in the Securities Exchange Act. If Flagship Credit Acceptance is not engaged in securities fraud how were they able to receive the transferred note from Flagship Credit Auto Trust who is the issuer of the note and XXXX XXXX XXXX XXXX is the depositor who pays Flagship Credit Acceptance as the servicer to collect on the allege loan and make contact with its customers. All of this can be easily proven by getting a licensed broker to run the account number and matching this information up to the cusip number and XXXX XXXX XXXX XXXX account numbers. If Flagship Credit Acceptance would just answer my questions ,Closed with explanation,Debt Collection Practices,0.75,,2,Negative,Frustrated
CFPB-000627,2024-11-20T12:00:00-05:00,Credit reporting,Experian Information Solutions Inc.,CA,"15 U.S. Code $ 1681c-2 a consumer reporting agency shall block the reporting of any information in the file of a consumer that the consumer identifies as information that resulted from an alleged identity theft, not later than 4 business days after the date of receipt.

Under 15 U.S. Code 1681e ( b ) and 15 U.S. Code 1681i ( 5 ) this account in violation not reporting 100 % accurate.

In accordance with the Fair Credit Reporting Act, the list of accounts has violated my federally protected consumer rights to privacy and confidentiality under the 15 USC 1681. These accounts has violated my rights.

Pursuant to 15 USC 1681 section 602 A states I have the right to privacy.

Pursuant to 15 USC 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish accounts without my written instructions.

I am requesting for the original copy of the agreement & terms & condition. Failure to comply will forfeit your claims and will require you to delete all the list of it",Closed with explanation,Identity Theft & Fraudulent Accounts,0.85,Dispute Process Failures,2,Negative,Frustrated
CFPB-000628,2019-12-12T12:00:00-05:00,Mortgage,Freedom Mortgage Company,WA,"In late XXXX/early XXXX, we received a mailing from Freedom Mortgage, a company affiliated with our current mortgage holder, XXXX XXXX. The mailing stated that Freedom works with current XXXX customers to reduce their interest rate and lower their monthly payments. 

On or about XX/XX/XXXX, we spoke with Loan Officer XXXX XXXX. XXXX asked us some general questions ; are we married, do we own the home ; is it our primary residence, etc. He asked no questions related to the style of home we live in. 
We had some email correspondence clarifying some questions and concerns. XXXX clearly stated that if we started now, that we would likely close in XXXX and that instead of making my XXXX mortgage payment on the XX/XX/XXXX, we would be bring with us to closing the interest and taxes as our payment ( Exhibit 1 ). 

On or about that same date, XXXX sent us the Loan Estimate ( Exhibit 2 ). After reviewing the estimated documents, we entered into an agreement with Freedom to move forward with str",Closed with explanation,Loan Servicing and Payment Disputes,0.9,Customer Service and Communication Failures,2,Negative,Frustrated
CFPB-000629,2023-12-23T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",MI,"XXXX XXXX you are in violation of the Fair Credit Reorting Act and the CFPB reguation for not reporting the complete payment history of this federal consolidation loan from XX/XX/XXXX to XX/XX/XXXX, orginated by the XXXX XXXX XXXX XXXX XXXX XXXX XXXX in the amount of {$49000.00} and now over {$80000.00} XXXX XXXX to report to the credit reporting agency the complete payment history of the XXXX XXXX XXXX XXXX federal consolidation loan from XX/XX/XXXX to present that was terminated by the US Department of Education XX/XX/XXXX. I have not paid a penny to XXXX XXXX and have not signed a forebearance or deferrment. XXXX XXXX currently has not sent XXXX and Equifax an accurate month by month. payment history of XXXX XXXX XXXX loan and it has been over 120 days. XXXX XXXX has not sent me monthly billing statements. I have called XXXX XXXX and the representative said they have no account in my identity. XXXX and Equifax to report the complete accurate payment history on my online credit repor",Closed with non-monetary relief,Loan & Mortgage Servicing,0.8,Dispute Process Failures,1,Very Negative,Angry
CFPB-000630,2025-06-26T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",NJ,"This CFPB complaint has been filed to request pursuant to FCRA 605B ( 15 U.S.C.

1681c-2 ) that you, the Equifax credit reporting agency , block information appearing on my consumer credit report that is the result of identity theft and fraud within XXXX business days of you receiving this complaint. The following items do not belong to me and is a result of fraud that I did not authorize : Also, would like to have all addresses and names REMOVED from my credit report, except for my only name and address listed below : Name : XXXX XXXX XXXX : XXXX XXXX XXXX XXXX XXXX NJ XXXX ACCOUNTS : XXXX XXXX  - Account Number : XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX, Date Opened : XX/XX/XXXX, Balance : {$910.00} XXXX - Account Number : XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX, Date Opened : XX/XX/XXXX, Balance : {$460.00} XXXX  - Account Number : XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX, Date Opened : XX/XX/XXXX, Bal",Closed with non-monetary relief,Identity Theft and Fraudulent Accounts,0.95,,2,Negative,Worried
CFPB-000631,2025-10-30T12:00:00-05:00,"Money transfer, virtual currency, or money service","Block, Inc.",SC,"So Ive had cash app for some years now, and never had a issue before, I work for the federal government on XXXX XXXX, so I travel the world, for some reason out of the blue, cashapp locked my account and emailed me, stating that I had 5 days to respond to their email about me using my card in XXXX ( which I was not in XXXX ) and I replied to the email asking what are they talking about, Im not in XXXX Im at work on a XXXX ship, and they emailed me back saying for me to state the reason for my travels to XXXX ( again Im was never in XXXX ) and I said I travel the world and pass by countries all the time but I have never used cashapp in XXXX especially with me being in the water, now I have {$720.00} in my cashapp for bills to be paid and they wont let me take it out or pay my bills at all.",Closed with explanation,Account Restriction & Fund Access,0.85,,1,Very Negative,Worried
CFPB-000632,2023-11-12T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,"I will make this short, brief and accurate as possible. Back in XXXX  XXXX XXXX XXXX XXXX XXXX sent me two emails pertaining to the sale of the account to XXXX XXXX XXXX and XXXX XXXX XXXX misleading. Anyway, this is a document stating that the account has been sold to XXXX of the companies and to refer any future question to either XXXX. XXXX XXXX continue to report onto my credit report for 6 years now after they had sold the account. They do not own the account anymore. Trans Union allowed XXXX XXXX to report onto my credit report for XXXX  years which being a detriment to my credit report and character. Also, this is a violation of the FCRA. See attachments for more details.",Closed with non-monetary relief,Dispute Process Failures,0.8,,2,Negative,Frustrated
CFPB-000633,2025-07-30T12:00:00-05:00,Credit reporting,FIRST ADVANTAGE CORPORATION,MA,"I accepted a job offer with XXXX XXXX XXXXXXXX in XXXX, MA on XX/XX/XXXX, conditional upon clear background check. The job paid XXXX per year. First Advantage did the screening and on the application itself, it asked whether I was ever convicted of a felony, to which I truthfully answered and provided details about a XXXX XXXX  from XXXX. They ran the checks and wrote, "" No reportable offenses '' for felonies, but in the remarks, they wrote, "" Admitted offense- No reportable offenses '', however they listed that component as "" decisional '' for the employers review. Suddenly, the employer is reaching out to me requesting information regarding the specific charge of XXXX XXXX from XXXX. How did the employer even know the specifics of the crime I disclosed on my background app if it was non-reportable? The day after I submitted my responses to the questions, and after I had to request it, they sent me a pre adverse action notice stating the contents of my report were the reason. HoweverX",Closed with explanation,Unauthorized Credit Inquiries,0.7,,2,Negative,Confused
CFPB-000634,2017-09-06T12:00:00-05:00,Credit reporting,DriveTime,AL,"For the past, several months I have requested XXXX and Drive Time to make the correction on my credit report one to remove a repossession that should not be there and to remove a wrong social security number ending in XXXX. This is not my legal number. The several times that I have talked with DT Relations- he keeps stating XXXX XXXX this SS # is related to the account and when we ran the number your name came up, and that he had proven. When I asked him to send me a copy of that he refused stating that it was private information. 
After checking more into the matter : I purchased the car from DT on XX/XX/XXXX on a contract that was not signed by me. A DT employee forged my name on the contract. 
DT started that I was behind in my payments the month of XX/XX/XXXX thru the month of XX/XX/XXXX. DT has always had the SS # as XXXX and refused to talk with me several occasions because I did not have the right number. 
Per my credit report : On XX/XX/XXXX, my SS # was reported on my report. ",Closed with explanation,Dispute Process Failures,0.8,Inaccurate Payment History & Account Data,2,Negative,Frustrated
CFPB-000635,2022-03-08T12:00:00-05:00,Mortgage,"BSI Financial Holdings, Inc.",CO,"BSI financial has totally messed up my escrow. I have asked to remove them from making my escrow payments they refused, I updated my homeowner 's insurance premium and they increased my payment, even though my homeowner 's insurance went down. They for some reason attempted to disburse my homeowner 's insurance payments more than is necessary. I would like a XXXX party review of my escrow account with this company!",Closed with explanation,Loan & Mortgage Servicing,0.7,,2,Negative,Frustrated
CFPB-000636,2023-10-24T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NC,"In accordance with the FCRA XXXX XXXX XXXX XXXX has violated my rights. 
Under 15 USC 1681 section 602 states that I have the right to privacy.

15 USC 1681 section 604a section 2 states that a CRA can not furnish an account without my written instruction.

Under 15 USC 1666b, a creditor may not treat a payment on a credit card account under an open-ended credit plan as late for any purpose.",Closed with non-monetary relief,Dispute Process Failures,0.75,,2,Negative,Frustrated
CFPB-000637,2025-09-08T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,"I am writing to formally request the blocking and deletion of all accounts associated with my personal information due to the recent data breach. 

UNAUTHORIZED INQUIRY : XXXX XXXX XXXX XX/XX/2025",Closed with explanation,Identity Theft and Fraudulent Accounts,0.95,Unauthorized Credit Inquiries,1,Very Negative,Worried
CFPB-000638,2022-09-09T12:00:00-05:00,Credit card,"CITIBANK, N.A.",TX,I made an online purchase at XXXX on XX/XX/XXXX for a new oven to be installed on XX/XX/XXXX but received notice it would be delayed to XX/XX/XXXX due to back order. My Home depot Citicard charged me on day of purchase rather than day of delivery in the amount of {$1200.00} on XX/XX/XXXX and began accruing interest plus install fee for an item where delivery date is now unknown. I called CitiCard to explain that I shouldnt be charged until item is delivered and installed as paid for. I dont agree with charging the customer for items with no firm delivery date but rather when item has been received and installed with purchase paid for. This is the normal process for XXXX XXXX and XXXX amongst others. Is this legal to have to make payments without receiving the actual item. Most others dont charge customer until item is delivered.,Closed with explanation,"Billing, Fees & Card Disputes",0.75,,2,Negative,Disappointed
CFPB-000639,2024-12-19T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AL,Kindly remove this inaccurate entry from my credit report as I neither authorized nor recognized this account. Attached are the pertinent documents supporting my assertion.,Closed with non-monetary relief,Dispute Process Failures,0.8,,2,Negative,Frustrated
CFPB-000640,2023-05-16T12:00:00-05:00,Mortgage,WAFD BANK,ID,"XX/XX/2023 : I was referred to XXXX XXXX at WaFD ( Washington Federal Bank ), XXXX XXXX XXXX XXXX, XXXX, ID XXXX. XXXX XXXX, XXXX XXXX. XXXX : XXXX. 

During the initial call we discussed the HELOC product, the costs involved, and financial guidelines. If the loan stayed under $ XXXX, I was led to believe fees would be limited to {$700.00}, but that was not true when the disclosure documents came with additional fees and closing costs. The fees are not uncommon in the industry, but not disclosed in advance. Also discussed is that I would need to be added to the title with the new loan. This was not supposed to be a problem and could be handled at closing with a release of interest to me in the associated real estate. Based on the preliminary review the product seemed like a good match and application was made jointly ( XXXX & XXXX ) for the loan. 

By XX/XX/2023, the fiasco of this application was in full swing. WaFD required production of documents purported to be obtained by their di",Closed with explanation,Loan & Mortgage Servicing,0.8,,2,Negative,Frustrated
CFPB-000641,2025-01-08T12:00:00-05:00,Credit reporting,"EQUIFAX, INC.",GA,"A Bank XXXX XXXX account transaction has appeared on my credit report. The transaction is the result of identity theft. I have no knowledge about the crime. All I know is that the transaction does not relate to me. I have already filed a police report and identity theft report for the crime. I sent a notice dated XX/XX/year> via the mail to inform Equifax about a crime that has taken place and to block and permanently remove the transaction from my credit report. Unfortunately, I have not received a valid response from Equifax. I am seeking redress for my instructions to be honored.",Closed with explanation,Identity Theft & Fraudulent Accounts,0.95,,2,Negative,Worried
CFPB-000642,2015-10-19T12:00:00-05:00,Credit card,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,"My Bank of America credit card Account was charged off in XXXX of 2014 after being 60 days late. I recieved a bill from the bank in XX/XX/XXXX stating I was past due but had no warning of the charge off taking place XX/XX/XXXX. My concern is that this charge off took place after only 60 days of delinquency. I attempted to contact Bank. Of America and ask why I was charged off after 2 months and was told. That 's what we do with partially secured accounts. Aside from this charge off status, my payment history and late payments do not match up with XXXX, XXXX, and XXXX. This inaccurate reporting led me to dispute with The XXXX CRAs last XX/XX/XXXX as of XX/XX/XXXX all came back as accurate and verified from Bank of America.",Closed with explanation,Inaccurate Payment History & Account Data,0.85,,2,Negative,Confused
CFPB-000643,2024-03-25T12:00:00-05:00,Debt collection,CAPITAL ONE FINANCIAL CORPORATION,PA,"This company, Capital one, is reporting an account on my consumer reports and they have yet to verify and validate the debt. I submitted a request for them to send me an authenticated record of the account pursuant to XXXX XXXX XXXX XXXX XXXX which states that the recipient must respond to the request within 14 days. It has been over 14 days and I have not received a response. I have requested that the Generally Accepted Accounting Principals ( GAAP ) bookkeeping entries that proves creditor has suffered a loss, a copy of the 1099-c that was filed for the account, the truth in lending disclosures, and the opt out disclosures. I have also requested that they cease all communication both directly and indirectly which includes consumer reporting. Please see attached.",Closed with explanation,Dispute Process Failures,0.9,,2,Negative,Frustrated
CFPB-000644,2025-01-04T12:00:00-05:00,Debt collection,Resurgent Capital Services L.P.,FL,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX FL XXXX XX/XX/XXXX To Whom It May Concern : Subject : Unauthorized Sharing of Information and UCC Violation in regards to two finding on my credit report for the amounts of {$1400.00} ( XXXX XXXX XXXX ) and {$1100.00} ( XXXX XXXX XXXX XXXX XXXX ) This letter serves as formal notice regarding the unauthorized disclosure and handling of my personal information. Sharing my information with consumer reporting agencies without my explicit consent constitutes an infringement on my rights under the Privacy Act of 1974, Section 3-202. 

I have never conducted business with nor entered into any contractual agreement with LVNV FUNDING LLC. Consequently, any claim against me by this entity is without merit. Furthermore, transferring a security or obligation does not confer rights to the transferee that supersede those of the original creditor. Under Uniform Commercial Code ( UCC ) Section 3-203, the rights of enforcement are limited to the transferor and do not ",Closed with explanation,Identity Theft & Fraudulent Accounts,0.9,,2,Negative,Angry
CFPB-000645,2023-07-05T12:00:00-05:00,Checking or savings account,TD BANK US HOLDING COMPANY,NJ,I had an account at TD bank and my mother as well and it was a security deposit box several citizens and some police dept in XXXX XXXX took it upon themselves to not notify me and took every opportunity to block and communications through phone and mail so that way they were contacted and i was not they hacked my phones and forwarded my calls and even stole my mail and got id in my name and had themselves or got a female to go and say that they were me and they recently transferred the account into a woman name XXXX XXXX of which is not even a person they have also added names to the account and had an employee in the fraud dept transferring money to the atm cards in my name as well. I received none of the money and my deceased XXXX XXXX XXXX also had one in her name and they are doing the same thing to this one. they have also made accounts with prepaid paypal and netspend accounts in my name and used those accounts to transfer the money on to those cards which they spent the money on,Closed with explanation,Identity Theft & Fraudulent Accounts,0.95,,1,Very Negative,Angry
CFPB-000646,2024-07-02T12:00:00-05:00,Credit reporting,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AL,"I recently reviewed a copy of my credit report, I noticed fraudulent accounts on my report these accounts are hurting my ability to gain credit. 

To verify my identity and avoid further delaying I have included a picture of my State issued drivers license, social security card and a bank statement for proof of address.",Closed with non-monetary relief,Identity Theft & Fraudulent Accounts,0.9,,2,Negative,Worried
CFPB-000647,2025-10-03T12:00:00-05:00,Debt collection,"Collection Management Holdings, LLC",FL,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, FL XXXX Phone : ( XXXX ) XXXX Email : [ XXXX ] Date : [ XXXX ] XXXX Dispute Department XXXX. XXXX XXXX XXXX, TX XXXX Subject : Dispute of Collection Account XXXX XXXXXXXX XXXX Dear XXXX Dispute Department, I am writing to formally dispute the accuracy of a collection account listed on my credit report. The account in question is reported by XXXX XXXXXXXX XXXX  and a balance of {$630.00}. The original creditor is listed as Paragon XXXXXXXX XXXX XXXX. 
I am requesting that this account be investigated and removed from my credit report if it can not be verified as accurate. I believe this account may be reported in error or may not meet the requirements for reporting under the Fair Credit Reporting Act ( FCRA ). 
Please conduct a thorough investigation and provide documentation verifying the debt, including : The original signed contract or agreement A complete payment history Proof of my responsibility for the debt If the account ca",Closed with explanation,Dispute Process Failures,0.85,,2,Negative,Frustrated
CFPB-000648,2022-03-07T12:00:00-05:00,Mortgage,"Shellpoint Partners, LLC",TX,"During covid i selected to utilize the forbearance option on my mortgage. once the forbearance period ended, I was given three options to satisfy my outstanding balance plus getting back to my normal monthly payment schedule. Thinking it would be in my best interest to modify the loan to include the outstanding balance i selected the loan modification option. once selected i followed the trial payment schedule to a T. 120 days later the mortgage servicer Shellpoint was ready to modify my loan. 24 hour prior to signing the loan modification documentation i was notified that my credit report was hit by shellpoint with a over 120 day late payment on my mortgage. I contacted Shellpoint and they agreed i have been making my monthly trial payments and that payment is going towards my monthly mortgage payment. I have requested documentation from shellpoint that states by selecting the loan modification option it will adversely effect my credit report. No such documentation is available or has",Closed with explanation,Loan & Mortgage Servicing,0.85,,2,Negative,Disappointed
CFPB-000649,2025-08-21T12:00:00-05:00,Debt collection,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,This letter serves as a formal dispute regarding a fraudulent account reported under my name. I have no connection to or knowledge of this account and never authorized its creation. Its reporting is false and negatively impacting my credit profile.,Closed with explanation,Identity Theft & Fraudulent Accounts,0.9,,2,Negative,Angry
